caseid,altid,casenum,altnum,chose,ivtt,ovtt,tottime,totcost,hhid,perid,numalts,dist,wkzone,hmzone,rspopden,rsempden,wkpopden,wkempden,vehavdum,femdum,age,drlicdum,noncadum,numveh,hhsize,hhinc,famtype,hhowndum,numemphh,numadlt,nmlt5,nm5to11,nm12to16,wkccbd,wknccbd,corredis,vehbywrk,vocc,wgt
141,1,141,1,1,8.2,2,10.2,33.14,255,1,2,3.2,515,517,14.84,6.21,12.05,7.51,1,1,46,1,0,5,4,67.5,4,0,3,4,0,0,0,0,0,0,1.67,1,1
141,2,141,2,0,13.2,2,15.2,16.57,255,1,2,3.2,515,517,14.84,6.21,12.05,7.51,1,1,46,1,0,5,4,67.5,4,0,3,4,0,0,0,0,0,0,1.67,1,1
141,3,141,3,0,15.2,2,17.2,9.47,255,1,2,3.2,515,517,14.84,6.21,12.05,7.51,1,1,46,1,0,5,4,67.5,4,0,3,4,0,0,0,0,0,0,1.67,1,1
141,4,141,4,0,11.74,27.28,39.02,60,255,1,2,3.2,515,517,14.84,6.21,12.05,7.51,1,1,46,1,0,5,4,67.5,4,0,3,4,0,0,0,0,0,0,1.67,1,1
141,5,141,5,0,19,2,21,0,255,1,2,3.2,515,517,14.84,6.21,12.05,7.51,1,1,46,1,0,5,4,67.5,4,0,3,4,0,0,0,0,0,0,1.67,1,1
141,6,141,6,0,0,0,66,0,255,1,2,3.2,515,517,14.84,6.21,12.05,7.51,1,1,46,1,0,5,4,67.5,4,0,3,4,0,0,0,0,0,0,1.67,1,1
142,1,142,1,1,40.16,6.5,46.66,258.55,255,2,2,29.25,515,327,14.84,6.21,2.38,77.59,1,0,50,1,0,5,4,67.5,4,0,3,4,0,0,0,0,0,0,1.67,1,1
142,2,142,2,0,43.96,6.5,50.46,129.27,255,2,2,29.25,515,327,14.84,6.21,2.38,77.59,1,0,50,1,0,5,4,67.5,4,0,3,4,0,0,0,0,0,0,1.67,1,1
142,3,142,3,0,45.96,6.5,52.46,73.87,255,2,2,29.25,515,327,14.84,6.21,2.38,77.59,1,0,50,1,0,5,4,67.5,4,0,3,4,0,0,0,0,0,0,1.67,1,1
143,1,143,1,1,6.7,2,8.7,18.05,256,1,2,1.47,514,514,9.71,24.2,9.71,24.2,1,1,55,1,0,2,2,112.5,1,1,2,2,0,0,0,0,0,0,1,1,1
143,2,143,2,0,11.7,2,13.7,9.03,256,1,2,1.47,514,514,9.71,24.2,9.71,24.2,1,1,55,1,0,2,2,112.5,1,1,2,2,0,0,0,0,0,0,1,1,1
143,3,143,3,0,13.7,2,15.7,5.16,256,1,2,1.47,514,514,9.71,24.2,9.71,24.2,1,1,55,1,0,2,2,112.5,1,1,2,2,0,0,0,0,0,0,1,1,1
143,4,143,4,0,3.13,10.12,13.25,60,256,1,2,1.47,514,514,9.71,24.2,9.71,24.2,1,1,55,1,0,2,2,112.5,1,1,2,2,0,0,0,0,0,0,1,1,1
143,5,143,5,0,10.35,2,12.35,0,256,1,2,1.47,514,514,9.71,24.2,9.71,24.2,1,1,55,1,0,2,2,112.5,1,1,2,2,0,0,0,0,0,0,1,1,1
143,6,143,6,0,0,0,31.4,0,256,1,2,1.47,514,514,9.71,24.2,9.71,24.2,1,1,55,1,0,2,2,112.5,1,1,2,2,0,0,0,0,0,0,1,1,1
144,1,144,1,1,63.92,2.5,66.42,420.52,257,1,2,42.37,516,165,9.01,25.83,0,13.26,1,1,26,1,0,2,2,67.5,1,1,2,2,0,0,0,0,0,0,1,1,1
144,2,144,2,0,69.12,2.5,71.62,210.26,257,1,2,42.37,516,165,9.01,25.83,0,13.26,1,1,26,1,0,2,2,67.5,1,1,2,2,0,0,0,0,0,0,1,1,1
144,3,144,3,0,71.12,2.5,73.62,120.15,257,1,2,42.37,516,165,9.01,25.83,0,13.26,1,1,26,1,0,2,2,67.5,1,1,2,2,0,0,0,0,0,0,1,1,1
145,1,145,1,1,9.94,2,11.94,42.64,259,2,2,4.24,518,514,12.17,1.76,9.71,24.2,1,1,40,1,0,2,4,47.5,3,1,2,2,0,1,1,0,0,0,1,1,1
145,2,145,2,0,14.94,2,16.94,21.32,259,2,2,4.24,518,514,12.17,1.76,9.71,24.2,1,1,40,1,0,2,4,47.5,3,1,2,2,0,1,1,0,0,0,1,1,1
145,3,145,3,0,16.94,2,18.94,12.18,259,2,2,4.24,518,514,12.17,1.76,9.71,24.2,1,1,40,1,0,2,4,47.5,3,1,2,2,0,1,1,0,0,0,1,1,1
145,4,145,4,0,6.62,47.56,54.18,80,259,2,2,4.24,518,514,12.17,1.76,9.71,24.2,1,1,40,1,0,2,4,47.5,3,1,2,2,0,1,1,0,0,0,1,1,1
145,5,145,5,0,24.45,2,26.45,0,259,2,2,4.24,518,514,12.17,1.76,9.71,24.2,1,1,40,1,0,2,4,47.5,3,1,2,2,0,1,1,0,0,0,1,1,1
146,1,146,1,1,27.76,2,29.76,197.25,262,1,2,21.62,513,858,10.22,10.33,3.71,30.64,1,0,32,1,0,2,3,47.5,3,1,1,2,1,0,0,0,0,0,2,1,1
146,2,146,2,0,32.86,2,34.86,98.62,262,1,2,21.62,513,858,10.22,10.33,3.71,30.64,1,0,32,1,0,2,3,47.5,3,1,1,2,1,0,0,0,0,0,2,1,1
146,3,146,3,0,34.86,2,36.86,56.36,262,1,2,21.62,513,858,10.22,10.33,3.71,30.64,1,0,32,1,0,2,3,47.5,3,1,1,2,1,0,0,0,0,0,2,1,1
147,1,147,1,1,29.94,2,31.94,216.43,263,1,2,24.42,512,625,4.41,7.63,18.48,18.12,1,1,22,1,0,3,3,112.5,4,1,3,3,0,0,0,0,0,0,1,1,1
147,2,147,2,0,35.04,2,37.04,108.22,263,1,2,24.42,512,625,4.41,7.63,18.48,18.12,1,1,22,1,0,3,3,112.5,4,1,3,3,0,0,0,0,0,0,1,1,1
147,3,147,3,0,37.04,2,39.04,61.84,263,1,2,24.42,512,625,4.41,7.63,18.48,18.12,1,1,22,1,0,3,3,112.5,4,1,3,3,0,0,0,0,0,0,1,1,1
147,4,147,4,0,46.23,16,62.23,310.88,263,1,2,24.42,512,625,4.41,7.63,18.48,18.12,1,1,22,1,0,3,3,112.5,4,1,3,3,0,0,0,0,0,0,1,1,1
148,1,148,1,1,24,2,26,100.19,267,1,2,10.54,514,533,9.71,24.2,2.75,48.69,1,1,63,1,0,1,1,17.5,7,1,1,1,0,0,0,0,0,0,1,1,1
148,2,148,2,0,29,2,31,50.1,267,1,2,10.54,514,533,9.71,24.2,2.75,48.69,1,1,63,1,0,1,1,17.5,7,1,1,1,0,0,0,0,0,0,1,1,1
148,3,148,3,0,31,2,33,28.63,267,1,2,10.54,514,533,9.71,24.2,2.75,48.69,1,1,63,1,0,1,1,17.5,7,1,1,1,0,0,0,0,0,0,1,1,1
149,1,149,1,1,48.52,2,50.52,298.66,270,1,2,33.75,516,276,9.01,25.83,53.19,4.72,1,0,60,1,0,1,1,47.5,7,1,1,1,0,0,0,0,0,0,1,1,1
149,2,149,2,0,51.62,2,53.62,149.33,270,1,2,33.75,516,276,9.01,25.83,53.19,4.72,1,0,60,1,0,1,1,47.5,7,1,1,1,0,0,0,0,0,0,1,1,1
149,3,149,3,0,53.62,2,55.62,85.33,270,1,2,33.75,516,276,9.01,25.83,53.19,4.72,1,0,60,1,0,1,1,47.5,7,1,1,1,0,0,0,0,0,0,1,1,1
150,1,150,1,1,17.26,2,19.26,126.7,272,2,2,14.08,513,534,10.22,10.33,13.48,13.69,1,1,30,1,0,3,5,67.5,12,0,2,2,0,0,3,0,0,0,1.5,1,1
150,2,150,2,0,22.26,2,24.26,63.35,272,2,2,14.08,513,534,10.22,10.33,13.48,13.69,1,1,30,1,0,3,5,67.5,12,0,2,2,0,0,3,0,0,0,1.5,1,1
150,3,150,3,0,24.26,2,26.26,36.2,272,2,2,14.08,513,534,10.22,10.33,13.48,13.69,1,1,30,1,0,3,5,67.5,12,0,2,2,0,0,3,0,0,0,1.5,1,1
150,4,150,4,0,58.5,32.3,90.8,367.22,272,2,2,14.08,513,534,10.22,10.33,13.48,13.69,1,1,30,1,0,3,5,67.5,12,0,2,2,0,0,3,0,0,0,1.5,1,1
151,1,151,1,1,30.58,2,32.58,204.57,273,2,2,22.43,518,853,12.17,1.76,7.03,15.25,1,0,30,1,0,3,4,112.5,3,1,2,2,0,2,0,0,0,0,1.5,1,1
151,2,151,2,0,35.58,2,37.58,102.29,273,2,2,22.43,518,853,12.17,1.76,7.03,15.25,1,0,30,1,0,3,4,112.5,3,1,2,2,0,2,0,0,0,0,1.5,1,1
151,3,151,3,0,37.58,2,39.58,58.45,273,2,2,22.43,518,853,12.17,1.76,7.03,15.25,1,0,30,1,0,3,4,112.5,3,1,2,2,0,2,0,0,0,0,1.5,1,1
152,1,152,1,1,7.36,2,9.36,25.29,276,1,2,2.25,517,516,12.05,7.51,9.01,25.83,1,0,46,1,0,3,4,87.5,3,1,2,3,0,0,1,0,0,0,1.5,1,1
152,2,152,2,0,12.36,2,14.36,12.64,276,1,2,2.25,517,516,12.05,7.51,9.01,25.83,1,0,46,1,0,3,4,87.5,3,1,2,3,0,0,1,0,0,0,1.5,1,1
152,3,152,3,0,14.36,2,16.36,7.23,276,1,2,2.25,517,516,12.05,7.51,9.01,25.83,1,0,46,1,0,3,4,87.5,3,1,2,3,0,0,1,0,0,0,1.5,1,1
152,4,152,4,0,7.9,27.4,35.3,60,276,1,2,2.25,517,516,12.05,7.51,9.01,25.83,1,0,46,1,0,3,4,87.5,3,1,2,3,0,0,1,0,0,0,1.5,1,1
152,5,152,5,0,14.5,2,16.5,0,276,1,2,2.25,517,516,12.05,7.51,9.01,25.83,1,0,46,1,0,3,4,87.5,3,1,2,3,0,0,1,0,0,0,1.5,1,1
152,6,152,6,0,0,0,47,0,276,1,2,2.25,517,516,12.05,7.51,9.01,25.83,1,0,46,1,0,3,4,87.5,3,1,2,3,0,0,1,0,0,0,1.5,1,1
153,1,153,1,1,31.8,2,33.8,223.06,279,1,2,24.98,514,595,9.71,24.2,8.94,9.34,1,0,36,1,0,2,3,32.5,3,1,1,2,1,0,0,0,0,0,2,1,1
153,2,153,2,0,36.9,2,38.9,111.53,279,1,2,24.98,514,595,9.71,24.2,8.94,9.34,1,0,36,1,0,2,3,32.5,3,1,1,2,1,0,0,0,0,0,2,1,1
153,3,153,3,0,38.9,2,40.9,63.73,279,1,2,24.98,514,595,9.71,24.2,8.94,9.34,1,0,36,1,0,2,3,32.5,3,1,1,2,1,0,0,0,0,0,2,1,1
154,2,154,2,1,21.76,2.5,24.26,49.27,280,2,2,11.36,515,532,14.84,6.21,14.19,23.8,1,0,35,0,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,2,1
154,3,154,3,0,23.76,2.5,26.26,28.15,280,2,2,11.36,515,532,14.84,6.21,14.19,23.8,1,0,35,0,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,2,1
154,4,154,4,0,42.17,45.4,87.57,60,280,2,2,11.36,515,532,14.84,6.21,14.19,23.8,1,0,35,0,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,2,1
154,5,154,5,0,56.5,2.5,59,0,280,2,2,11.36,515,532,14.84,6.21,14.19,23.8,1,0,35,0,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,2,1
155,2,155,2,1,12.82,2,14.82,23.5,280,5,2,4.89,515,513,14.84,6.21,10.22,10.33,1,1,22,0,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,2,1
155,3,155,3,0,14.82,2,16.82,13.43,280,5,2,4.89,515,513,14.84,6.21,10.22,10.33,1,1,22,0,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,2,1
155,4,155,4,0,8.74,34,42.74,60,280,5,2,4.89,515,513,14.84,6.21,10.22,10.33,1,1,22,0,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,2,1
155,5,155,5,0,26.95,2,28.95,0,280,5,2,4.89,515,513,14.84,6.21,10.22,10.33,1,1,22,0,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,2,1
156,1,156,1,1,16.76,3.5,20.26,105.16,280,6,2,11.36,515,532,14.84,6.21,14.19,23.8,1,0,24,1,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,1,1
156,2,156,2,0,21.76,3.5,25.26,52.58,280,6,2,11.36,515,532,14.84,6.21,14.19,23.8,1,0,24,1,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,1,1
156,3,156,3,0,23.76,3.5,27.26,30.05,280,6,2,11.36,515,532,14.84,6.21,14.19,23.8,1,0,24,1,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,1,1
156,4,156,4,0,42.64,34.5,77.14,60,280,6,2,11.36,515,532,14.84,6.21,14.19,23.8,1,0,24,1,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,1,1
156,5,156,5,0,60.3,3.5,63.8,0,280,6,2,11.36,515,532,14.84,6.21,14.19,23.8,1,0,24,1,1,3,12,27.5,14,1,8,10,2,0,0,0,0,0,0.38,1,1
157,1,157,1,0,41.1,6.5,47.6,433.4,282,2,2,35.56,514,696,9.71,24.2,85.35,105.93,1,1,42,1,0,3,6,67.5,3,0,2,4,0,1,1,0,1,0,1.5,0,1
157,2,157,2,0,46.3,6.5,52.8,216.7,282,2,2,35.56,514,696,9.71,24.2,85.35,105.93,1,1,42,1,0,3,6,67.5,3,0,2,4,0,1,1,0,1,0,1.5,0,1
157,3,157,3,0,48.3,6.5,54.8,123.83,282,2,2,35.56,514,696,9.71,24.2,85.35,105.93,1,1,42,1,0,3,6,67.5,3,0,2,4,0,1,1,0,1,0,1.5,0,1
157,4,157,4,1,49.83,10.6,60.43,318.76,282,2,2,35.56,514,696,9.71,24.2,85.35,105.93,1,1,42,1,0,3,6,67.5,3,0,2,4,0,1,1,0,1,0,1.5,0,1
158,1,158,1,1,67.84,2,69.84,582.27,285,2,2,60.75,518,1097,12.17,1.76,11.13,17.34,1,0,45,1,0,4,3,55,3,1,2,2,0,0,1,0,0,0,2,1,1
158,2,158,2,0,72.44,2,74.44,291.14,285,2,2,60.75,518,1097,12.17,1.76,11.13,17.34,1,0,45,1,0,4,3,55,3,1,2,2,0,0,1,0,0,0,2,1,1
158,3,158,3,0,74.44,2,76.44,166.36,285,2,2,60.75,518,1097,12.17,1.76,11.13,17.34,1,0,45,1,0,4,3,55,3,1,2,2,0,0,1,0,0,0,2,1,1
159,1,159,1,1,14.96,2,16.96,96.79,290,1,2,10.65,515,529,14.84,6.21,13.91,15.15,1,0,31,1,0,2,4,47.5,3,1,2,2,2,0,0,0,0,0,1,1,1
159,2,159,2,0,19.96,2,21.96,48.4,290,1,2,10.65,515,529,14.84,6.21,13.91,15.15,1,0,31,1,0,2,4,47.5,3,1,2,2,2,0,0,0,0,0,1,1,1
159,3,159,3,0,21.96,2,23.96,27.65,290,1,2,10.65,515,529,14.84,6.21,13.91,15.15,1,0,31,1,0,2,4,47.5,3,1,2,2,2,0,0,0,0,0,1,1,1
159,4,159,4,0,20.64,51.6,72.24,85,290,1,2,10.65,515,529,14.84,6.21,13.91,15.15,1,0,31,1,0,2,4,47.5,3,1,2,2,2,0,0,0,0,0,1,1,1
159,5,159,5,0,55.5,2,57.5,0,290,1,2,10.65,515,529,14.84,6.21,13.91,15.15,1,0,31,1,0,2,4,47.5,3,1,2,2,2,0,0,0,0,0,1,1,1
160,2,160,2,0,15.82,7,22.82,24.68,294,1,2,5.31,695,724,57.49,61.66,170.18,23,0,1,22,1,1,0,1,12.5,7,0,1,1,0,0,0,0,0,0,0,0,1
160,3,160,3,0,17.82,7,24.82,14.1,294,1,2,5.31,695,724,57.49,61.66,170.18,23,0,1,22,1,1,0,1,12.5,7,0,1,1,0,0,0,0,0,0,0,0,1
160,4,160,4,1,25.84,25.84,51.68,100,294,1,2,5.31,695,724,57.49,61.66,170.18,23,0,1,22,1,1,0,1,12.5,7,0,1,1,0,0,0,0,0,0,0,0,1
160,5,160,5,0,28.3,7,35.3,0,294,1,2,5.31,695,724,57.49,61.66,170.18,23,0,1,22,1,1,0,1,12.5,7,0,1,1,0,0,0,0,0,0,0,0,1
161,1,161,1,1,11.12,5,16.12,54.24,295,1,2,5.99,689,728,61.57,87.88,36.73,24.96,1,1,41,1,0,1,1,27.5,7,0,1,1,0,0,0,0,0,0,1,1,1
161,2,161,2,0,16.12,5,21.12,27.12,295,1,2,5.99,689,728,61.57,87.88,36.73,24.96,1,1,41,1,0,1,1,27.5,7,0,1,1,0,0,0,0,0,0,1,1,1
161,3,161,3,0,18.12,5,23.12,15.5,295,1,2,5.99,689,728,61.57,87.88,36.73,24.96,1,1,41,1,0,1,1,27.5,7,0,1,1,0,0,0,0,0,0,1,1,1
161,4,161,4,0,29.18,17.68,46.86,100,295,1,2,5.99,689,728,61.57,87.88,36.73,24.96,1,1,41,1,0,1,1,27.5,7,0,1,1,0,0,0,0,0,0,1,1,1
162,1,162,1,0,5.16,8,13.16,314.3,297,1,2,1.44,694,699,50.58,41.29,85.02,110.55,1,0,35,1,1,1,3,12.5,3,0,1,2,1,0,0,0,1,0,1,0,1
162,2,162,2,0,10.16,8,18.16,157.15,297,1,2,1.44,694,699,50.58,41.29,85.02,110.55,1,0,35,1,1,1,3,12.5,3,0,1,2,1,0,0,0,1,0,1,0,1
162,3,162,3,0,12.16,8,20.16,89.8,297,1,2,1.44,694,699,50.58,41.29,85.02,110.55,1,0,35,1,1,1,3,12.5,3,0,1,2,1,0,0,0,1,0,1,0,1
162,4,162,4,0,8.6,17.2,25.8,100,297,1,2,1.44,694,699,50.58,41.29,85.02,110.55,1,0,35,1,1,1,3,12.5,3,0,1,2,1,0,0,0,1,0,1,0,1
162,6,162,6,1,0,0,36.8,0,297,1,2,1.44,694,699,50.58,41.29,85.02,110.55,1,0,35,1,1,1,3,12.5,3,0,1,2,1,0,0,0,1,0,1,0,1
163,1,163,1,0,28.6,7.5,36.1,954.65,299,2,2,11.98,690,3,24.74,30.86,683.63,221.03,1,1,50,1,1,2,2,67.5,1,1,2,2,0,0,0,1,0,0,1,0,1
163,2,163,2,0,33.6,7.5,41.1,477.32,299,2,2,11.98,690,3,24.74,30.86,683.63,221.03,1,1,50,1,1,2,2,67.5,1,1,2,2,0,0,0,1,0,0,1,0,1
163,3,163,3,0,35.6,7.5,43.1,272.76,299,2,2,11.98,690,3,24.74,30.86,683.63,221.03,1,1,50,1,1,2,2,67.5,1,1,2,2,0,0,0,1,0,0,1,0,1
163,4,163,4,1,25.53,32.14,57.67,180,299,2,2,11.98,690,3,24.74,30.86,683.63,221.03,1,1,50,1,1,2,2,67.5,1,1,2,2,0,0,0,1,0,0,1,0,1
164,1,164,1,1,14,4.5,18.5,64.53,300,1,2,6.87,698,663,47.58,34.91,6.96,15.08,1,1,37,1,1,2,1,22.5,7,0,1,1,0,0,0,0,1,0,2,1,1
164,2,164,2,0,19,4.5,23.5,32.26,300,1,2,6.87,698,663,47.58,34.91,6.96,15.08,1,1,37,1,1,2,1,22.5,7,0,1,1,0,0,0,0,1,0,2,1,1
164,3,164,3,0,21,4.5,25.5,18.44,300,1,2,6.87,698,663,47.58,34.91,6.96,15.08,1,1,37,1,1,2,1,22.5,7,0,1,1,0,0,0,0,1,0,2,1,1
164,4,164,4,0,16.01,25.32,41.33,105,300,1,2,6.87,698,663,47.58,34.91,6.96,15.08,1,1,37,1,1,2,1,22.5,7,0,1,1,0,0,0,0,1,0,2,1,1
165,1,165,1,1,6.06,2,8.06,25.38,303,2,2,2.36,514,515,9.71,24.2,14.84,6.21,1,0,34,1,0,2,4,55,3,1,2,2,1,1,0,0,0,0,1,1,1
165,2,165,2,0,11.06,2,13.06,12.69,303,2,2,2.36,514,515,9.71,24.2,14.84,6.21,1,0,34,1,0,2,4,55,3,1,2,2,1,1,0,0,0,0,1,1,1
165,3,165,3,0,13.06,2,15.06,7.25,303,2,2,2.36,514,515,9.71,24.2,14.84,6.21,1,0,34,1,0,2,4,55,3,1,2,2,1,1,0,0,0,0,1,1,1
165,4,165,4,0,12.2,39.5,51.7,60,303,2,2,2.36,514,515,9.71,24.2,14.84,6.21,1,0,34,1,0,2,4,55,3,1,2,2,1,1,0,0,0,0,1,1,1
165,5,165,5,0,14.55,2,16.55,0,303,2,2,2.36,514,515,9.71,24.2,14.84,6.21,1,0,34,1,0,2,4,55,3,1,2,2,1,1,0,0,0,0,1,1,1
165,6,165,6,0,0,0,49.2,0,303,2,2,2.36,514,515,9.71,24.2,14.84,6.21,1,0,34,1,0,2,4,55,3,1,2,2,1,1,0,0,0,0,1,1,1
166,1,166,1,1,15.96,2,17.96,85.11,304,1,2,9.64,514,527,9.71,24.2,114.73,0.08,1,1,43,1,0,2,4,47.5,3,0,2,3,0,0,1,0,0,0,1,1,1
166,2,166,2,0,20.96,2,22.96,42.55,304,1,2,9.64,514,527,9.71,24.2,114.73,0.08,1,1,43,1,0,2,4,47.5,3,0,2,3,0,0,1,0,0,0,1,1,1
166,3,166,3,0,22.96,2,24.96,24.32,304,1,2,9.64,514,527,9.71,24.2,114.73,0.08,1,1,43,1,0,2,4,47.5,3,0,2,3,0,0,1,0,0,0,1,1,1
166,5,166,5,0,48.8,2,50.8,0,304,1,2,9.64,514,527,9.71,24.2,114.73,0.08,1,1,43,1,0,2,4,47.5,3,0,2,3,0,0,1,0,0,0,1,1,1
167,1,167,1,1,33.92,2,35.92,233.52,304,2,2,26.77,514,630,9.71,24.2,15.53,11.23,1,0,49,1,1,2,4,47.5,3,0,2,3,0,0,1,0,0,0,1,1,1
167,2,167,2,0,38.92,2,40.92,116.76,304,2,2,26.77,514,630,9.71,24.2,15.53,11.23,1,0,49,1,1,2,4,47.5,3,0,2,3,0,0,1,0,0,0,1,1,1
167,3,167,3,0,40.92,2,42.92,66.72,304,2,2,26.77,514,630,9.71,24.2,15.53,11.23,1,0,49,1,1,2,4,47.5,3,0,2,3,0,0,1,0,0,0,1,1,1
167,4,167,4,0,52.95,57.22,110.17,182,304,2,2,26.77,514,630,9.71,24.2,15.53,11.23,1,0,49,1,1,2,4,47.5,3,0,2,3,0,0,1,0,0,0,1,1,1
168,1,168,1,0,6.22,2,8.22,23.11,305,2,2,2.05,514,516,9.71,24.2,9.01,25.83,1,0,26,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,2,1
168,2,168,2,1,11.22,2,13.22,11.55,305,2,2,2.05,514,516,9.71,24.2,9.01,25.83,1,0,26,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,2,1
168,3,168,3,0,13.22,2,15.22,6.6,305,2,2,2.05,514,516,9.71,24.2,9.01,25.83,1,0,26,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,2,1
168,4,168,4,0,2.19,30.4,32.59,75,305,2,2,2.05,514,516,9.71,24.2,9.01,25.83,1,0,26,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,2,1
168,5,168,5,0,13.25,2,15.25,0,305,2,2,2.05,514,516,9.71,24.2,9.01,25.83,1,0,26,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,2,1
168,6,168,6,0,0,0,43,0,305,2,2,2.05,514,516,9.71,24.2,9.01,25.83,1,0,26,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,2,1
169,1,169,1,0,6.22,2,8.22,23.11,305,3,2,2.05,514,516,9.71,24.2,9.01,25.83,1,1,53,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,2,1
169,2,169,2,1,11.22,2,13.22,11.55,305,3,2,2.05,514,516,9.71,24.2,9.01,25.83,1,1,53,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,2,1
169,3,169,3,0,13.22,2,15.22,6.6,305,3,2,2.05,514,516,9.71,24.2,9.01,25.83,1,1,53,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,2,1
169,4,169,4,0,2.19,30.4,32.59,75,305,3,2,2.05,514,516,9.71,24.2,9.01,25.83,1,1,53,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,2,1
169,5,169,5,0,13.25,2,15.25,0,305,3,2,2.05,514,516,9.71,24.2,9.01,25.83,1,1,53,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,2,1
169,6,169,6,0,0,0,43,0,305,3,2,2.05,514,516,9.71,24.2,9.01,25.83,1,1,53,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,2,1
170,1,170,1,1,6.22,2,8.22,23.11,305,4,2,2.05,514,516,9.71,24.2,9.01,25.83,1,0,55,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,1,1
170,2,170,2,0,11.22,2,13.22,11.55,305,4,2,2.05,514,516,9.71,24.2,9.01,25.83,1,0,55,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,1,1
170,3,170,3,0,13.22,2,15.22,6.6,305,4,2,2.05,514,516,9.71,24.2,9.01,25.83,1,0,55,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,1,1
170,4,170,4,0,3.13,24.5,27.63,60,305,4,2,2.05,514,516,9.71,24.2,9.01,25.83,1,0,55,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,1,1
170,5,170,5,0,13.25,2,15.25,0,305,4,2,2.05,514,516,9.71,24.2,9.01,25.83,1,0,55,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,1,1
170,6,170,6,0,0,0,43,0,305,4,2,2.05,514,516,9.71,24.2,9.01,25.83,1,0,55,1,0,6,4,145,4,1,4,4,0,0,0,0,0,0,1.5,1,1
171,1,171,1,1,38.26,5.5,43.76,584.8,306,2,2,33.09,515,699,14.84,6.21,85.02,110.55,1,0,50,1,1,9,2,67.5,1,1,2,2,0,0,0,0,1,0,4.5,1,1
171,2,171,2,0,43.26,5.5,48.76,292.4,306,2,2,33.09,515,699,14.84,6.21,85.02,110.55,1,0,50,1,1,9,2,67.5,1,1,2,2,0,0,0,0,1,0,4.5,1,1
171,3,171,3,0,45.26,5.5,50.76,167.08,306,2,2,33.09,515,699,14.84,6.21,85.02,110.55,1,0,50,1,1,9,2,67.5,1,1,2,2,0,0,0,0,1,0,4.5,1,1
172,1,172,1,0,61.7,7.5,69.2,681.62,307,1,2,44.79,514,9,9.71,24.2,32.91,764.19,1,1,33,1,0,1,4,32.5,13,1,1,3,1,0,0,1,0,0,1,0,1
172,2,172,2,0,66.7,7.5,74.2,340.81,307,1,2,44.79,514,9,9.71,24.2,32.91,764.19,1,1,33,1,0,1,4,32.5,13,1,1,3,1,0,0,1,0,0,1,0,1
172,3,172,3,0,53.7,7.5,61.2,181.06,307,1,2,44.79,514,9,9.71,24.2,32.91,764.19,1,1,33,1,0,1,4,32.5,13,1,1,3,1,0,0,1,0,0,1,0,1
172,4,172,4,1,54.93,9,63.93,408.76,307,1,2,44.79,514,9,9.71,24.2,32.91,764.19,1,1,33,1,0,1,4,32.5,13,1,1,3,1,0,0,1,0,0,1,0,1
173,1,173,1,1,8.14,2,10.14,37.06,309,1,2,3.75,512,514,4.41,7.63,9.71,24.2,1,0,40,1,0,2,2,42.5,1,0,2,2,0,0,0,0,0,0,1,1,1
173,2,173,2,0,13.14,2,15.14,18.53,309,1,2,3.75,512,514,4.41,7.63,9.71,24.2,1,0,40,1,0,2,2,42.5,1,0,2,2,0,0,0,0,0,0,1,1,1
173,3,173,3,0,15.14,2,17.14,10.59,309,1,2,3.75,512,514,4.41,7.63,9.71,24.2,1,0,40,1,0,2,2,42.5,1,0,2,2,0,0,0,0,0,0,1,1,1
